Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Jogging duration (ms),Swimming duration (ms),Paced walking duration (ms)
2020-10-20,47,1835.0631862277478,3924.885717391968,45.0,45,82.8,94.0,74.0,,,,,0.7984218957976454,1.3689097166061401,0.026556776836514473,8825,,,,,58025774,5910700,,,,
2020-10-21,32,1787.6569835240618,2954.2719779014587,19.0,19,,,,,,,,0.7184656186366108,1.4495793581008911,0.04198606312274933,4052,,,,,60093524,3034882,840000,,,
2020-10-22,181,2274.4399079153936,12010.439446210861,82.0,82,,,,,,,,0.6268399704373049,1.5472921133041382,0.00498366029933095,16764,,,,,35972472,15539744,,,,
2020-10-23,48,1657.6408862931748,3645.2211294174194,37.0,37,,,,,,,,0.5020249941879938,1.311904788017273,0.02723577246069908,5340,,,,,54177835,3487039,79661,,,
2020-10-24,134,1961.7685454134921,8629.595045609416,65.0,65,76.0,76.0,76.0,,,,,0.5315357897117127,1.5976121425628662,9.186351671814919E-4,12265,,,,,42801024,8879955,,,,
2020-10-25,201,2144.505565458025,14050.367828753135,68.0,68,,,,,,,,0.5047108053231483,1.4114035367965698,0.018451442942023277,19447,,,,,50072640,13630128,,,,
2020-10-26,76,1824.5903401318146,5889.062866260923,38.0,38,,,,,,,,0.8532682000974613,1.7135708332061768,0.005967078264802694,7813,,,,,56346725,5746544,,,,
2020-10-27,16,1622.0335994192876,2623.0,11.0,11,,,,,,,,0.7525475567016359,1.5272727012634277,0.0,2745,,,,,53052525,2210399,,,,
2020-10-28,134,1856.6256495769162,11663.093295574188,106.0,106,78.0,78.0,78.0,44.8102693,20.4644273,44.8127782,20.4770953,0.4453472253275909,13.031423568725586,0.007415565196424723,14949,,,,,39468959,9554948,,,,
2020-10-29,50,1708.4377169212344,3580.170646548271,9.0,9,,,,,,,,0.5352922861803514,1.431313157081604,0.004693715367466211,5153,,,,,45300271,3105236,540000,,,
2020-10-30,44,1710.945713823443,3306.8253573179245,30.0,30,,,,,,,,0.6648477024180103,1.6203161478042603,4.7846889356151223E-4,5193,,,,,49236779,3997240,,,,
2020-10-31,37,1627.537456086872,2806.8476883965077,5.0,5,,,,,,,,0.2241851947856726,1.5590208768844604,0.005432644858956337,4022,,,,,51666785,3120000,,,,
2020-11-01,155,2349.03295572007,9974.749614397948,74.0,74,,,,,,,,0.6151945460860734,1.5029233694076538,0.013660131022334099,17760,,,,,43425937,13468777,1620000,,,
2020-11-02,36,1628.4280807617356,2563.5273818969727,6.0,6,52.0,55.0,49.0,44.7498176,20.4005504,44.7535481,20.4044954,0.20144497641415426,1.1684210300445557,0.004864091519266367,3547,,,,,55056412,2500356,,,,
2020-11-03,1,1619.5823968441857,1662.944107055664,,,53.22314049586777,54.0,52.0,44.7501181,20.4081264,44.7501181,20.4081264,0.5339770363643765,1.0490683317184448,0.018885741010308266,1223,,,,,46085303,1673182,,,,
2020-11-04,192,2094.160373286803,12187.039395689964,84.0,84,,,,,,,,0.742724206329988,1.457425594329834,0.0,17351,,,,,74023453,11005953,,,,
2020-11-05,134,1956.4539392625347,9527.413414844912,80.0,77,,,,,,,,0.4621310065616105,2.736914873123169,0.022467320784926414,13359,,,,,46644130,9290361,150817,,,
2020-11-06,195,1869.0892075300217,14695.272892068482,40.0,39,71.0,71.0,71.0,,,,,0.498783101385793,1.566666603088379,0.004506732802838087,19176,,,,,42134875,12457502,,,,
2020-11-07,191,2010.8034010579188,13272.063913146954,96.0,96,82.0,82.0,82.0,44.7490942,20.4028943,44.7871983,20.4184846,0.6167393572834933,1.5733333826065063,0.0,18093,,,,,42909424,11961864,540000,,,
2020-11-08,206,2675.8060259104727,11781.940993785858,44.0,44,,,,44.6505389,20.4109109,44.7642911,20.4150475,0.8462012139086044,16.501813888549805,0.0,17246,,,,,27334392,17326566,2941653,,,
2020-11-09,44,1671.010284775914,2875.7608759607974,19.0,19,72.97368421052632,74.0,65.0,,,,,0.38483601068350065,1.4663078784942627,0.008282828144729137,4066,,,,,48831912,3424607,,,,
2020-11-10,135,1872.289799041106,10895.671952465564,115.0,115,,,,,,,,0.3695491171506353,1.4481592178344727,0.008333333767950535,14701,,,,,57340800,8461174,,,,
2020-11-11,267,2166.295287826225,19514.903648461797,159.0,159,75.0,75.0,75.0,,,,,0.4078415146932493,1.5466666221618652,0.003435468999668956,26252,,,,,41198461,17737386,78225,,,
2020-11-12,141,2105.043262767552,10783.831118975184,104.0,104,,,,44.7290518,20.3724594,44.7491392,20.4063861,0.48852921340054467,2.0974583625793457,0.0,14830,,,,,45463349,10623904,2040000,,,
2020-11-13,74,1649.5743943697644,5373.590780258179,,,,,,,,,,0.6230315428827832,1.2300314903259277,8.919062674976885E-4,7311,,,,,52597532,4476141,67793,,,
2020-11-14,52,1607.0017705641574,3102.95627450943,4.0,4,67.0186741363212,85.0,48.0,,,,,0.31743230344498413,1.4168874025344849,0.0015064836479723454,4148,,,,,48685133,2870880,900000,,,
2020-11-15,76,1853.9234308094335,5344.25440120697,58.0,58,,,,,,,,0.43613793152782754,1.4110630750656128,3.8759689778089523E-4,7472,,,,142379,46571304,6129106,,,,
2020-11-16,55,1719.9697017849176,4249.537286281586,35.0,35,,,,,,,,0.3112860662968386,1.6250661611557007,0.0010416667209938169,5819,,,,,46575476,3647341,,,,
2020-11-17,79,1780.208127231056,5879.643016815186,56.0,56,,,,,,,,0.31433280608827524,1.4532088041305542,0.0,8217,,,,,50837584,4831955,,,,
2020-11-18,219,2004.8228620095513,16857.910638332367,189.0,189,,,,,,,,0.5246082228495025,1.6173069477081299,0.0035962876863777637,21806,,,,,42598004,13559755,,,,
2020-11-19,110,1742.2147780601913,8509.98661327362,100.0,100,,,,,,,,0.29783278659754037,1.3593332767486572,0.0,10758,,,,,46691771,6615083,,,,
2020-11-20,16,1665.1921998049265,1496.4174766540527,14.0,14,,,,,,,,0.2483074821285638,1.4202381372451782,0.001316872425377369,2035,,,,,59782302,2897220,,,,
2020-11-21,96,1947.8006106134226,7815.956593990326,80.0,80,75.0,75.0,75.0,,,,,0.5349192372426675,1.362069010734558,3.565062361303717E-4,10195,,,,,48814491,6600647,660000,,,
2020-11-22,74,1799.793275465645,6171.289987687633,53.0,53,59.0,59.0,59.0,44.7274446,20.4250857,44.7277571,20.4260924,0.36540065835459673,7.869566917419434,4.049844283144921E-4,8046,,,,231174,53266920,5363477,,,,
2020-11-23,76,1780.8908386567468,5438.494923468068,56.0,56,,,,,,,,0.31870283838306385,1.4242600202560425,0.0022249191533774137,7740,,,,,53133117,4845379,,,,
2020-11-24,69,1879.529084108184,4752.799542427063,37.0,36,95.0,95.0,95.0,,,,,0.4670878810929961,2.5889699459075928,4.1586693259887397E-4,6574,,,,,50356630,4702759,900000,,,
2020-11-25,87,1775.5617322565538,6264.481676101685,1.0,1,,,,,,,,0.2209422663307994,1.2564473152160645,0.0,8396,,,,,44951147,5629723,660000,,,
2020-11-26,64,1756.0931221141982,3107.3715772628784,9.0,9,,,,,,,,0.48287143095160134,1.5384211540222168,0.2545695900917053,4854,,,,,42856741,4357724,,,,
2020-11-27,,1563.2294594975467,567.0,,,,,,,,,,0.006697377655655146,0.006697377655655146,0.006697377655655146,780,,,,,85603370,564977,,,,
2020-11-28,85,2027.9037506957618,5446.96494988383,40.0,38,,,,,,,,0.48644343302985865,1.6499998569488525,0.0,7926,,,,76970,52637183,4148837,2820000,,,
2020-11-29,1,1627.8370168330782,1718.327320180524,1.0,1,,,,,,,,0.6593165449797299,1.3525748252868652,0.01902439072728157,1385,,,,,47706613,1835514,,,,
2020-11-30,67,1729.1904963347158,5622.088077545166,55.0,55,67.86573146292585,93.0,53.0,,,,,0.322805786290853,1.5379085540771484,0.0021345247514545918,6844,,,,,49618238,3502532,540000,,,
2020-12-01,19,1580.896962386762,1319.3704283237457,12.0,12,,,,,,,,0.19775683468491453,1.5407192707061768,7.65511707868427E-4,2072,,,,,57037708,1221165,,,,
2020-12-02,120,1915.3865840762796,10230.593667030334,103.0,103,,,,44.7419564,20.4042307,44.7486818,20.4389066,0.7537143965628196,3.8454809188842773,6.700167432427406E-4,12450,,,,470559,48624546,6986320,,,,
2020-12-03,29,1609.997912007012,2259.9340443611145,17.0,17,62.625169147496614,72.0,58.0,,,,,0.2560895173105307,2.1046600341796875,0.0014839241048321128,3247,,,,,46713959,1343828,60885,,,
2020-12-04,29,1681.4991346121587,2282.3079962730408,23.0,23,76.0,76.0,76.0,44.7482937,20.4046055,44.7482937,20.4046055,0.4114516885001443,1.5533815622329712,3.518029989209026E-4,3582,,,,,60055887,2057847,360000,,,
2020-12-05,102,1838.0296246677742,7076.0411949157715,65.0,65,59.0,59.0,59.0,,,,,0.6846949881927612,2.1509838104248047,0.0,9737,,,,,43265497,5642731,141029,,,
2020-12-06,126,1906.0115710313626,8693.319798652996,60.0,60,87.34615384615384,112.0,68.0,,,,,0.4091105080409309,1.693577766418457,0.0,11655,,,,,48865294,7807337,766100,,,
2020-12-07,1,1566.5942927975827,1098.9692371441238,1.0,1,63.0,63.0,63.0,,,,,0.6806424804963171,1.349022626876831,0.012262334115803242,878,,,,,51670087,631149,,,,
2020-12-08,13,1688.1081228276494,1360.6146202087402,3.0,3,,,,,,,,0.39787573551231575,1.5376285314559937,0.009803921915590763,2379,,,,,53212267,3020769,,,,
2020-12-09,45,1849.10726296072,3342.63512134552,28.0,28,,,,,,,,0.64476868190308,1.5743557214736938,0.0,4653,,,,,52327714,3271548,1260000,,,
2020-12-10,13,2282.9848962433384,1640.6554985046387,9.0,9,,,,,,,,0.2099570469128241,1.5473867654800415,0.0,2299,,,,,41026193,14719269,,,,
2020-12-11,27,1651.195102490823,2724.4072914123535,29.0,20,73.0,75.0,71.0,,,,,0.40710194558722557,1.8870370388031006,0.020405983552336693,3632,,,,,58240153,1870040,170068,,,
2020-12-12,107,1873.2957540134448,7502.231148481369,58.0,58,,,,,,,,0.5490255698424105,1.6122612953186035,0.0,10447,,,,,44569342,6315877,132160,,,
2020-12-13,92,1820.766985131418,7623.355353355408,85.0,85,,,,,,,,0.4147744534804919,1.5752967596054077,0.010984848253428936,9855,,,,,41481972,5257699,1020000,,,
2020-12-14,56,1717.2436209400394,4406.863788127899,42.0,42,,,,,,,,0.35810618239867725,1.437598705291748,0.0025252525229007006,6082,,,,43278,55768175,3547380,,,,
2020-12-15,,1543.0583557733016,44.0,,,,,,,,,,5.135387764312327E-4,5.135387764312327E-4,5.135387764312327E-4,65,,,,,49612249,,72741,,,
2020-12-16,168,2069.6060807673075,11114.70433807373,43.0,43,66.5,75.0,58.0,,,,,0.5715236993706071,1.4766769409179688,0.0,15586,,,,,73359397,11968163,,,,
2020-12-17,,1584.0206332531718,0.0,,,,,,,,,,0.0,0.0,0.0,25,,,,,57805692,973847,,,,
2020-12-18,,1534.4998515574098,30.0,,,62.0,62.0,62.0,,,,,3.546099178493023E-4,3.546099178493023E-4,3.546099178493023E-4,47,,,,,85156290,,,,,
2020-12-19,31,1623.441492528204,2371.2699662446976,21.0,21,,,,44.7501309,20.4109527,44.7501309,20.4109527,0.4178899215417595,1.5087453126907349,0.0044247787445783615,3542,,,,,84019692,1583388,71609,,,
2020-12-20,35,1650.991042244136,2265.249475002289,15.0,15,,,,,,,,0.4119356210210764,1.4311034679412842,0.004315886180847883,3737,,,,,76995415,2290845,,,,
2020-12-21,136,1823.503887680194,10217.158246994019,89.0,89,,,,,,,,0.5504366042416937,1.6696969270706177,0.0,12830,,,,,76672891,8345752,,,,
2020-12-22,1,1545.4235359255783,168.93457412719727,,,54.0,54.0,54.0,,,,,0.3624255854104185,0.7188982963562012,0.0015391380293294787,352,,,,,86172524,,92844,,,
2020-12-23,137,2136.4393308914405,10926.911662578583,123.0,123,,,,,,,,0.3965705174026446,1.540493369102478,0.0,15102,,,,,73505614,10401383,780000,,,
2020-12-24,67,1702.3975280329234,4602.82453083992,49.0,49,,,,,,,,0.5438381381279929,1.4822266101837158,0.002024922054260969,6343,,,,409139,81272827,3262804,168688,,,
2020-12-25,,1540.7254772012727,82.03103637695312,,,59.65064102564103,77.0,48.0,,,,,0.18651210309453167,0.4853319525718689,6.68724300339818E-4,158,,,,,84738145,122428,,,,
2020-12-26,,1534.4998989361557,52.0,,,,,,,,,,6.077606230974197E-4,6.077606230974197E-4,6.077606230974197E-4,77,,,,,86042191,,,,,
2020-12-27,106,1753.2920252411911,8307.798243522644,98.0,93,,,,,,,,0.3829044712587579,1.8766666650772095,0.0,11042,,,,,75564387,6435352,,,,
2020-12-28,89,1704.6235191580654,6713.217412829399,69.0,69,72.0,72.0,72.0,,,,,0.5565942277420465,1.5628262758255005,6.20155013166368E-4,8926,,,,,80948175,5213586,,,,
2020-12-29,83,1786.6434793843248,6033.744711756706,74.0,74,,,,44.7474437,20.4211832,44.7632845,20.4357504,0.3777245883758994,1.4693905115127563,0.0,9137,,,,,80787504,4958508,,,,
2020-12-30,46,1692.29840477903,3613.278242111206,28.0,28,,,,,,,,0.39691157432912355,1.746666669845581,0.0,5126,,,,,77081601,3204775,,,,
2020-12-31,3,1735.6157379424496,433.2110469341278,,,,,,,,,,0.29527196600633093,0.6004628539085388,0.0,1243,,,,,83270099,2150293,780000,,,
2021-01-01,51,1742.1902257558272,3863.3767786026,24.0,24,,,,44.3923326,21.081416,44.3923326,21.081416,1.1978639217514162,25.928438186645508,0.01719670183956623,6155,,,,,73772836,3730927,152734,,,
2021-01-02,23,1626.079402647448,1497.347980260849,11.0,11,,,,44.7551123,20.5373634,44.7551123,20.5373634,1.7923900630225251,27.506465911865234,0.002390438225120306,3059,,,,,76600888,1949209,,,,
2021-01-03,5,1553.090211024901,446.5408501625061,1.0,1,54.0,54.0,54.0,,,,,0.16400812011824095,0.48692813515663147,0.01655011624097824,940,,,,80513,84466316,68210,91256,,,
2021-01-04,,1637.9518946663254,2571.0,,,,,,,,,,0.029902303591370583,0.029902303591370583,0.029902303591370583,3229,,,,,83550025,2034426,,,,
2021-01-05,95,1489.133460443621,7201.92955160141,63.0,63,94.0,94.0,94.0,,,,,0.38045727386254546,1.5833333730697632,0.0031059682369232178,9399,,,,,73941606,6014571,,,,
2021-01-06,1,1534.4999391391862,85.36574935913086,,,62.859223300970875,76.0,56.0,,,,,0.18923317293077052,0.3765140771865845,0.0012534818379208446,159,,,,,48597089,,,,,
2021-01-07,44,1667.256529461496,3619.0997009277344,30.0,30,,,,,,,,0.5130290897626723,1.5277950763702393,0.003938115201890469,5136,,,,,83203556,2610715,,,,
2021-01-08,55,1648.9665992753353,4832.680225253105,53.0,53,54.0,54.0,54.0,,,,,0.7365332886159693,1.4333332777023315,0.0018094534752890468,6068,,,,,82766014,3285196,81556,,,
2021-01-09,,1545.2405293214038,120.0,,,54.68684210526316,75.0,50.0,,,,,0.0014255167916417122,0.0014255167916417122,0.0014255167916417122,179,,,,,85260964,211218,,,,
2021-01-10,,1542.3721337527013,97.35954284667969,,,61.4390243902439,78.0,47.0,,,,,0.16763169533805922,0.3336781859397888,0.0015852047363296151,275,,,,,85963173,154810,,,,
2021-01-11,179,2075.278890632858,12244.937747716904,86.0,84,,,,,,,,0.535195479768719,1.7993206977844238,0.0,17742,,,,,74634316,10634643,,,,
2021-01-12,55,1703.9621700545588,4464.157570838928,43.0,43,94.0,94.0,94.0,,,,,0.16523663281029666,1.4806666374206543,0.0010170353343710303,5771,,,,,81156817,4296479,,,,
2021-01-13,27,1616.605106107369,2425.8284228274956,25.0,25,69.04684838160136,86.0,55.0,,,,,0.46506981725556945,2.2081260681152344,0.001357412664219737,3256,,,,,40026050,1731315,,,,
2021-01-14,1,1574.7268274494365,791.7909676601753,,,68.87931034482759,74.0,65.0,44.7520206,20.4119679,44.7520206,20.4119679,0.008315911516547203,0.008315911516547203,0.008315911516547203,1036,,,,,,791079,,,,
2021-01-15,46,1511.4922656521603,2917.0951647758484,20.0,20,,,,,,,,0.39984365060313887,1.4230430126190186,0.0,4151,,,,,,2487190,60941,,,
2021-01-16,,1534.4999257785012,0.0,,,,,,,,,,0.0,0.0,0.0,1,,,,,,,,,,
2021-01-17,66,1653.2954683226178,5025.1085567474365,27.0,27,,,,,,,,0.2579827281430363,1.3833333253860474,0.0,6540,,,,,,4187006,,,,
2021-01-18,,1543.825877253804,52.0,,,,,,,,,,6.137865711934865E-4,6.137865711934865E-4,6.137865711934865E-4,78,,,,,,183399,,,,
2021-01-19,,1682.8492749041352,0.0,,,,,,,,,,0.0,0.0,0.0,0,,,,,,2917352,,,,
2021-01-20,,1542.0531973189031,0.0,,,,,,,,,,0.0,0.0,0.0,0,,,,,,148538,,,,
2021-01-21,94,1797.5731816491607,6878.056520938873,68.0,68,,,,,,,,0.4390275732168051,1.550717830657959,0.0,9700,,,,,,5173443,,,,
2021-01-22,30,1636.0229387564423,2021.2326399683952,15.0,15,,,,,,,,0.37698705648204067,1.4605586528778076,0.2484007030725479,3151,,,,,,1777537,94632,,,
2021-01-23,134,1935.9065363751624,10577.596490383148,111.0,111,,,,,,,,0.568058927473875,2.3758156299591064,0.001550387591123581,14246,,,,,,7952624,,,,
2021-01-24,219,2111.9525961697746,13533.892723083496,71.0,71,,,,,,,,0.5296729275428245,1.6449168920516968,0.0021078430581837893,19636,,,,,,12010134,183408,,,
2021-01-25,,1581.861864131195,0.0,,,,,,,,,,0.0,0.0,0.0,7,,,,,,931393,,,,
2021-01-26,158,2015.5277580357028,12075.291173815727,117.0,117,,,,44.7745325,20.4947756,44.7754995,20.4965624,1.0041675434408777,13.094482421875,0.0,16385,,,,,,9371178,300000,,,
2021-01-27,19,1606.5623212776466,1277.3887680669043,8.0,8,,,,,,,,0.362684130284517,1.5291550159454346,0.26694250106811523,2312,,,,,,918234,215624,,,
2021-01-28,42,1640.7455894269726,3145.306456695059,28.0,28,,,,,,,,0.526772728454198,1.489088535308838,0.24673710763454437,4677,,,,,,2089364,,,,
2021-01-29,,1595.2724430826959,10.010345458984375,,,,,,,,,,0.7598646386072699,14.828904151916504,0.0,50,,,,,,1013132,78653,,,
2021-01-30,5,1793.794179269522,336.469997882843,1.0,1,,,,,,,,0.46525752783833624,1.2634751796722412,0.0,576,,,,,,5099129,,,,
2021-01-31,,1643.3864000992473,0.0,,,,,,,,,,0.0,0.0,0.0,9,,,,,,2141298,,,,
2021-02-01,100,1741.0300492169863,8555.772212028503,93.0,93,,,,,,,,0.3350665793201425,1.5420634746551514,0.0,10702,,,,,,6160454,,,,
2021-02-02,,1540.0353839003642,16.016551971435547,,,,,,,,,,0.13347125053405762,0.26694250106811523,0.0,32,,,,,,108857,,,,
2021-02-03,31,1634.054844332485,2799.330054283142,27.0,27,,,,,,,,0.7419364672788454,1.6892857551574707,0.0,3641,,,,,,1950026,76732,,,
2021-02-04,,1538.7743609340491,0.0,,,,,,,,,,0.0,0.0,0.0,0,,,,,,84058,,,,
2021-02-05,102,1760.9575118006373,7685.32260799408,27.0,27,82.0,82.0,82.0,,,,,0.5518009840771152,1.4473940134048462,0.0,10119,,,,,,6424511,,,,
2021-02-06,49,1619.8490750691542,3810.08638381958,46.0,46,,,,,,,,0.37445110703445195,1.3399635553359985,2.794715401250869E-4,5349,,,,,,2843958,60333,,,
2021-02-07,96,1725.3922944047051,8066.214673042297,95.0,95,,,,,,,,0.3216811316725246,1.4222989082336426,3.037506539840251E-4,10182,,,,,,6132838,,,,
2021-02-08,52,1698.2392693569875,3938.8163571357727,34.0,34,,,,,,,,0.4395469811631386,1.5059411525726318,0.0,5734,,,,,,3220002,,,,
2021-02-09,3,1537.5897010742906,241.21463584899902,,,,,,,,,,0.3687839901540073,0.7611685991287231,0.2558199167251587,616,,,,,,60761,,,,
2021-02-10,,1534.4999137130308,35.90895139213211,,,,,,,,,,0.2746393382549286,0.27806511521339417,0.271213561296463,245,,,,,,,,,,
2021-02-11,121,1876.117149896873,8393.685891757053,77.0,76,,,,,,,,0.6366101065928533,2.3677890300750732,0.2727014422416687,11725,,,,,,6718043,,,,
2021-02-12,22,1596.7747629634123,1698.7710466384888,14.0,14,,,,,,,,0.3749454811398184,1.4985371828079224,0.2558199167251587,2975,,,,,,924612,129680,,,
2021-02-13,24,1608.530236563546,1813.678343296051,16.0,16,,,,,,,,0.4871432903397221,1.474238634109497,0.2568467855453491,2754,,,,,,1455838,,,,
2021-02-14,71,1744.4002239078704,5062.706835830848,48.0,48,,,,,,,,0.4198022088667877,1.542631983757019,0.24743860960006714,7303,,,,,,4126995,,,,
2021-02-15,77,1751.53490780173,5567.610068237145,54.0,54,,,,44.752960205078125,20.411584854125977,44.76375961303711,20.415376663208008,0.39645641261227726,1.5225746631622314,0.2558199167251587,8151,,,,,,4268083,,,,
2021-02-16,159,1945.5231948617436,10395.634559392929,80.0,80,,,,44.725242614746094,20.408414840698242,44.75022506713867,20.42224884033203,0.7566791975164404,1.5797700881958008,0.043179888278245926,14921,,,,42461,,8028233,,,,
2021-02-17,59,1711.6288429109318,4405.899539470673,40.0,40,,,,,,,,0.41171088514910853,1.4591736793518066,0.2624414563179016,6336,,,,,,3483314,,,,
2021-02-18,76,1763.8969972160135,4965.955243945122,42.0,42,,,,,,,,0.5943474061285072,1.8195757865905762,0.25730031728744507,7045,,,,169380,,4329780,,,,
2021-02-19,204,2068.053421279566,14426.338198184967,122.0,122,,,,44.75105285644531,20.409603118896484,44.795082092285156,20.43695640563965,0.6822110023235036,2.887450933456421,0.2558199167251587,19901,,,,,,10272396,,,,
2021-02-20,38,1635.422449446321,2510.088150024414,21.0,21,,,,,,,,0.4701501286441896,1.5120480060577393,0.26694250106811523,3895,,,,172615,,1639318,69364,,,
2021-02-21,134,1934.0634615489964,9478.727726459503,86.0,86,,,,,,,,0.504785934561408,1.543515682220459,0.2692717909812927,13283,,,,,,7679086,77146,,,
2021-02-22,22,1589.1042891410261,1684.642587184906,15.0,15,,,,,,,,0.5215944762061809,1.7062606811523438,0.27112096548080444,2690,,,,,,1073816,,,,
2021-02-23,40,1630.9162086527556,2182.078183531761,14.0,14,,,,44.748226165771484,20.401594161987305,44.749820709228516,20.404264450073242,0.7860528669607438,1.4927054643630981,0.300310343503952,3665,,,,,,1896064,,,,
2021-02-24,99,1829.3126086452685,6629.9677828119575,49.0,45,,,,44.75428771972656,20.405609130859375,44.75428771972656,20.405609130859375,0.5483975402437927,1.8916665315628052,0.0,9494,,,,,,6245004,,,,
2021-02-25,31,1619.2952900689374,2242.5727156831445,22.0,22,,,,44.75021743774414,20.408235549926758,44.75399398803711,20.414091110229492,0.6033569839799643,1.9002102613449097,0.26694250106811523,3570,,,,,,1667535,,,,
2021-02-26,13,1577.9599174198088,698.7047202587128,,,,,,,,,,0.4494313355907079,1.5317456722259521,0.2558199167251587,1388,,,,,,365734,211312,,,
2021-02-27,194,2102.7575347011107,11841.406169652939,74.0,74,,,,,,,,0.8512816600111411,1.4574261903762817,0.26952195167541504,17207,,,,,,11033981,60959,,,
2021-02-28,1,1534.4999016501063,25.42230749130249,,,,,,,,,,1.1271329333826903,1.307820200920105,1.0669037103652954,97,,,,,,,,,,
2021-03-01,103,1854.351786259037,7261.251801252365,63.0,63,,,,44.750152587890625,20.41097640991211,44.750152587890625,20.41097640991211,0.6075903659453917,1.5248709917068481,0.2562899887561798,10199,64.0,64.0,64.0,,,6350903,61659,,,
2021-03-02,56,1735.0987026258745,4227.079386472702,40.0,40,,,,,,,,0.7970249048728135,1.457159161567688,0.2687433660030365,6016,,,,,,4219498,,,,
2021-03-03,82,1816.9802271303256,6148.877316355705,58.0,58,,,,,,,,0.7541907515026594,1.4770965576171875,0.25800821185112,8619,,,,,,5860052,,,,
2021-03-04,214,2268.258882614127,6281.580236315727,170.0,170,,,,,,,,0.8298180476640415,1.537460446357727,0.24913258850574493,9059,,,,7480283,1042,6888579,,,,
2021-03-05,4,1547.2116091168102,300.4155535697937,,,,,,,,,,0.591124550494919,1.1318351030349731,0.300310343503952,553,,,,,,455046,,,,
2021-03-06,44,1679.8297772076396,3473.0674369335175,30.0,30,,,,,,,,0.7548382326398736,1.6002799272537231,0.2526083290576935,5196,,,,,,3112145,,,,
2021-03-07,55,1816.3716009887357,3666.7734719514847,27.0,27,,,,,,,,0.5013982938664635,1.4764968156814575,0.24191291630268097,5484,,,,,,5708654,60056,,,
2021-03-08,140,1976.7601443614735,10085.565682768822,93.0,93,,,,,,,,0.6975380745790148,1.6136022806167603,0.25316321849823,13944,,,,,,8780828,121027,,,
2021-03-09,14,1610.4121500393821,1098.5355174541473,7.0,7,,,,,,,,0.7578238700582598,1.5106767416000366,0.2891877293586731,1609,,,,,,1721312,,,,
2021-03-10,33,1652.8970748131187,1766.4388680458069,4.0,4,,,,,,,,0.6740269338935527,1.4702204465866089,0.25826960802078247,2920,,,,,,2572532,,,,
2021-03-11,38,1667.0083675671585,2604.232652425766,21.0,21,,,,,,,,0.7328102835630591,1.4948712587356567,0.2750190496444702,3842,,,,,,2855258,,,,
2021-03-12,83,1796.2107502475412,6114.9779134988785,64.0,64,,,,,,,,0.8146861590790061,1.4512183666229248,0.26192933320999146,8455,,,,,,5443862,,,,
2021-03-13,174,2058.212540322059,12811.187641859055,117.0,117,,,,,,,,0.8767832528530092,2.628309488296509,0.2558199167251587,17536,,,,,,10693314,,,,
2021-03-14,155,2135.3050008525815,10650.414116740227,84.0,84,,,,,,,,0.6617454040784476,1.665242314338684,0.24547109007835388,15336,,,,,,12237483,,,,
2021-03-15,25,1611.9797548437814,1785.8521075248718,13.0,13,,,,,,,,0.6478990958700741,1.54172945022583,0.27806511521339417,2554,,,,,,1610334,61429,,,
2021-03-16,50,1700.5330712535335,3878.125137925148,41.0,41,,,,,,,,0.6725236261431674,1.5104531049728394,0.2558199167251587,5402,,,,,,3526949,,,,
2021-03-17,3,1551.8293991570242,240.61666917800903,,,,,,,,,,0.37421884294086816,0.6555765271186829,0.26694250106811523,558,,,,,,547565,,,,
2021-03-18,66,1762.1701577912786,4501.3861728310585,36.0,36,,,,,,,,0.523477677616551,1.6411577463150024,0.26694250106811523,6709,,,,,,4622751,60030,,,
2021-03-19,71,1750.0139826669147,5333.149470448494,55.0,55,,,,,,,,0.6286195581991232,1.460069179534912,0.26694250106811523,7463,,,,,,4518334,,,,
2021-03-20,118,1878.117560425865,8137.185721874237,73.0,73,,,,,,,,0.5039617082794815,1.5494810342788696,0.27806511521339417,11565,,,,,,7084984,,,,
2021-03-21,69,1732.6336149562758,4766.61353635788,43.0,43,,,,,,,,0.7513073818946523,1.4468047618865967,0.25937554240226746,6756,,,,,,4170106,,,,
2021-03-22,72,1791.7328363746449,5409.276079893112,49.0,49,56.95333480834961,56.95333480834961,56.95333480834961,,,,,0.4941841420421748,1.479784369468689,0.250403493642807,7530,,,,,,5354203,,,,
2021-03-23,111,1980.3897638515455,8353.306071996689,63.0,63,,,,,,,,0.48639550101274204,1.7474926710128784,0.2506915032863617,11880,,,,,,8978059,65129,,,
2021-03-24,27,1672.7735905407558,1524.254418373108,6.0,6,,,,,,,,0.38297103764690527,1.5031923055648804,0.26694250106811523,2593,,,,,,2829315,61026,,,
2021-03-25,1,1547.7884426502771,202.85201787948608,,,,,,,,,,0.33376254999362265,0.34734511375427246,0.33367815613746643,555,,,,,,466600,,,,
2021-03-26,100,1847.7046604515315,7738.564518332481,81.0,81,,,,,,,,0.6878301558109386,1.4702152013778687,0.27806511521339417,10648,,,,,,6475636,,,,
